ts,seq,event,job_id,queue_len,qlen_eligible,qlen_global,qlen_home,qlen_clusterq,note
2026-01-20 20:28:41,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908521.5012462, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:42,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908522.5015233, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:43,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908523.5017338, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:44,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908524.5019004, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:45,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908525.5020423, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:46,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908526.5022287, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:47,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908527.502375, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:48,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908528.5025585, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:49,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908529.5028, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:50,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908530.5029175, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:51,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908531.503089, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:52,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908532.5032556, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:53,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908533.5034308, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:54,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908534.5035722, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:55,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908535.5037682, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:56,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908536.5039139, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:57,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908537.5040646, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:58,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908538.5043962, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:28:59,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908539.5043843, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:29:00,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908540.5047555, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:29:01,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908541.5047348, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:29:02,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908542.5049133, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:29:03,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908543.5050614, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
2026-01-20 20:29:04,-1,gang_preempt_plan,job-3ab54efeaf6c,-1,-1,-1,-1,-1,"pin=clusterB pin_free=1 need=3 victims=[] dbg={""pin"": ""clusterB"", ""hol"": ""job-3ab54efeaf6c"", ""need_g"": 3, ""now_ts"": 1768908544.5053968, ""allow_preempt_normal"": false, ""allow_preempt_starting"": false, ""candidates"": {""hol_backfill_strict"": [], ""backfill_loose"": [], ""normal"": [""job-8d0d5fa54ba4"", ""job-ef624c717575"", ""job-641f29a68b3c""], ""pool_used"": []}, ""picked"": [], ""reclaimed_est"": 0, ""need_left"": 3, ""excluded_sample"": {}, ""strict_debug_sample"": {""job-8d0d5fa54ba4"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-ef624c717575"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}, ""job-641f29a68b3c"": {""is_hol_backfill"": false, ""hol_for"": """", ""hol_pin"": """"}}, ""note"": ""A_ONLY_hol_backfill_strict""}"
